股票代號,買進日期,賣出日期,買進價格,賣出價格,做多機率(買進時),做空機率(賣出時),報酬率,賣出原因
2408,2025-11-17,2025-11-19,170.0,156.5,0.7904000282287598,0.8125,-0.0848,做空模型預警賣出
2408,2025-11-19,2025-11-20,156.5,169.5,0.7862,0.8213,0.0767,做空模型預警賣出
2408,2025-11-20,2025-11-21,169.5,141.5,0.7888,0.8354,-0.1701,做空模型預警賣出
2408,2025-11-21,2025-11-28,141.5,146.0,0.7916,0.8132,0.0258,做空模型預警賣出
2408,2025-11-28,2025-12-01,146.0,147.0,0.7619,N/A (被擠出),0.001,滿檔換股
8299,2025-12-01,2025-12-02,1130.0,1115.0,0.7753,N/A (被擠出),-0.019,滿檔換股
2344,2025-12-02,2025-12-08,58.9,63.5,0.792,N/A (被擠出),0.0718,滿檔換股
2408,2025-12-08,2025-12-10,156.0,162.0,0.7941,N/A (被擠出),0.0324,滿檔換股
3105,2025-12-10,2025-12-15,167.0,176.0,0.7956,N/A (被擠出),0.0477,滿檔換股
2344,2025-12-15,2025-12-23,72.0,74.0,0.7985,0.8408,0.0218,做空模型預警賣出
2344,2025-12-23,2025-12-24,74.0,73.6,0.7608,0.8311,-0.0112,做空模型預警賣出
2301,2025-12-24,2025-12-26,164.0,165.5,0.7574,N/A (被擠出),0.0033,滿檔換股
8299,2025-12-26,2025-12-30,1310.0,1340.0,0.7871000170707703,N/A (被擠出),0.0169,滿檔換股
3105,2025-12-30,2025-12-31,183.0,186.0,0.789,N/A (被擠出),0.0105,滿檔換股
8299,2025-12-31,2026-01-06,1470.0,1480.0,0.796,0.8224,0.0009,做空模型預警賣出
3105,2026-01-06,2026-01-07,186.5,184.5,0.7763,N/A (被擠出),-0.0165,滿檔換股
2344,2026-01-07,2026-01-13,109.0,104.5,0.7957,N/A (被擠出),-0.0469,滿檔換股
8422,2026-01-13,2026-01-15,47.2,46.9,0.8121,0.8277,-0.0122,做空模型預警賣出
8422,2026-01-15,2026-01-16,46.9,42.1,0.8194,0.8073,-0.1076,做空模型預警賣出
8422,2026-01-16,2026-01-19,42.1,38.85,0.7773,0.8459,-0.0826,做空模型預警賣出
8422,2026-01-19,2026-01-20,38.85,45.0,0.8042,0.8657,0.1515,做空模型預警賣出
8422,2026-01-20,2026-01-21,45.0,42.05,0.7929,0.8712,-0.071,做空模型預警賣出
8422,2026-01-21,2026-01-22,42.05,44.25,0.7926,0.8979,0.0462,做空模型預警賣出
8422,2026-01-22,2026-01-23,44.25,41.5,0.8076,0.8935,-0.0676,做空模型預警賣出
8422,2026-01-23,2026-01-27,41.5,40.2,0.7981,0.8241,-0.037,做空模型預警賣出
8422,2026-01-27,2026-01-29,40.2,40.4,0.7889000177383423,0.8244,-0.0009,做空模型預警賣出
8422,2026-01-29,2026-01-30,40.4,38.15,0.8,0.8447,-0.0612,做空模型預警賣出
2451,2026-01-30,2026-02-03,262.0,250.0,0.7815,N/A (被擠出),-0.0514,滿檔換股
3006,2026-02-03,2026-02-06,195.5,157.2,0.7878999710083008,N/A (價格觸發),-0.2006,高點回落20%停損
3006,2026-02-09,2026-03-04,169.0,149.5,0.7833999991416931,N/A (被擠出),-0.1206,滿檔換股
3081,2026-03-04,2026-03-17,1380.0,1485.0,0.794,N/A (被擠出),0.0698,滿檔換股
2337,2026-03-17,2026-03-18,130.5,137.0,0.794,0.8353,0.0437,做空模型預警賣出
2337,2026-03-18,2026-03-24,137.0,136.0,0.7984,N/A (價格觸發),-0.0131,高點回落20%停損
2360,2026-03-25,2026-03-26,1545.0,1630.0,0.772,N/A (被擠出),0.0489,滿檔換股
2455,2026-03-26,2026-04-28,274.0,307.2,0.805899977684021,N/A (價格觸發),0.1146,高點回落20%停損
3189,2026-04-29,2026-04-30,508.0,516.0,0.7836,N/A (被擠出),0.0098,滿檔換股
00981A,2026-04-30,2026-05-05,28.03,29.74,0.7982,N/A (被擠出),0.0548,滿檔換股
3189,2026-05-05,2026-06-04,530.0,692.0,0.8114,N/A,0.298,期末平倉
